No,Title,Image,Rating,ProdLink,TotalReviews,Price,OrgPrice,CouponsDesc,CouponsSummery,CouponPrice,PercentReduction,id
113,"HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U, 8GB RAM, 128GB M.2 SSD, Dual-Core up to 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, 4K Output HDMI, Bluetooth, Webcam, 1366x768, Win 10",https://m.media-amazon.com/images/I/51IRRVAqZSL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Business-Dual-Core-Bluetooth/dp/B081D9HJ4P/ref=sr_1_93?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286543&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-93,1622.0,365.0,394.0,FREE Shipping,-6%,365.0,7.3604060914,113
241,"HP Premium Laptop (2021 Latest Model), 14"" HD Touchscreen, AMD Athlon Processor, 8GB RAM, 128GB SSD, Webcam, HDMI, Bluetooth, Wi-fi, Long Battery Life, Online Conferencing, Natural Silver, Win 10",https://m.media-amazon.com/images/I/71PuAD1EYYS._AC_UY218_.jpg,4.0 out of 5 stars,https://www.amazon.com/HP-Premium-Touchscreen-Processor-Conferencing/dp/B0973LMPRG/ref=sr_1_221?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-221,170.0,369.99,399.0,FREE Shipping by Amazon,More Buying Choices,369.99,7.2706766917,241
334,"[Windows 11] HP 17 17.3"" HD+ Touchscreen Laptop Computer, Hexa-Core AMD Ryzen 5 5500U up to 4.0GHz (Beat i5-10500H), 12GB DDR4 RAM, 1TB HDD, 802.11AC WiFi, Bluetooth 5.0, Webcam, 64GB Flash Stylus",https://m.media-amazon.com/images/I/91YkbYEDSgL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Hexa-Core-i5-10500H-Bluetooth/dp/B09C8MWFZS/ref=sr_1_300?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-300,32.0,679.0,729.0,,More Buying Choices,679.0,6.8587105624,334
172,"2021 Newest HP 15.6” HD Screen Laptop, 10th Generation Intel Core i3-1005G1 Dual-Core Processor, 8 GB DDR4 RAM, 256 GB PCIe NVMe M.2 SSD, Intel UHD Graphics, Wi-Fi, Webcam, Windows 10 Home in S Mode",https://m.media-amazon.com/images/I/6171QODkVhL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Generation-i3-1005G1-Dual-Core-Processor/dp/B08NXZNPKM/ref=sr_1_148?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-148,97.0,368.21,395.0,FREE Shipping by Amazon,More Buying Choices,368.21,6.782278481,172
344,"[Windows 11 Home] HP 15 15.6"" Touchscreen Laptop Computer, Octa-Core AMD Ryzen 7 5700U (Beat i7-1165G7), 16GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.2, Webcam, Type-C, Silver, 64GB Flash Stylus",https://m.media-amazon.com/images/I/81Jz4E6EbWL._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Octa-Core-i7-1165G7-Bluetooth/dp/B09GFTK6XG/ref=sr_1_310?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-310,117.0,819.0,869.0,,More Buying Choices,819.0,5.753739931,344
208,"HP ENVY 13 Laptop, Intel Core i7-1165G7, 8 GB DDR4 RAM, 256 GB SSD Storage, 13.3-inch FHD Touchscreen Display, Windows 10 Home With Fingerprint Reader, Camera Kill Switch (13-ba1010nr, 2020 Model)",https://m.media-amazon.com/images/I/71KnfK-KuuL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-i7-1165G7-Touchscreen-Fingerprint-13-ba1010nr/dp/B08K1LBXJL/ref=sr_1_174?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286594&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-174,175.0,749.0,794.49,FREE Shipping by Amazon,-24%,749.0,5.72568566,208
20,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb185nr, Royal Blue)",https://m.media-amazon.com/images/I/81RCOr3hJOL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-14-inch-Celeron-Personal-14-cb185nr/dp/B084SKWC89/ref=sr_1_21?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286493&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-21,5666.0,194.0,204.5,FREE Shipping by Amazon,-21%,194.0,5.1344743276,20
451,"2021 HP 15.6 Inch Full HD 1080P Business Laptop, 11th Gen Intel Quad-Core i5-1135G7, 16GB DDR4 RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, USB-C, HDMI, Wi-Fi, Win10 S + TiTac Card",https://m.media-amazon.com/images/I/41Tlzmx8vsL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Inch-Quad-Core-i5-1135G7-Fingerprint/dp/B09BQSLH4T/ref=sr_1_397?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286736&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-397,24.0,664.99,699.99,FREE Shipping by Amazon,More Buying Choices,664.99,5.0000714296,451
392,"2019 Newest HP Pavilion 15 15.6"" HD Touchscreen Business Laptop Intel Quad-Core i5-8250U, 16GB DDR4, 512GB SSD, Type-C, HDMI, WiFi AC, UHD, Windows 10",https://m.media-amazon.com/images/I/71r5gZx4u0L._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Pavilion-15-Touchscreen-Quad-Core/dp/B07LDHY9P2/ref=sr_1_348?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-348,165.0,649.0,679.99,Save 6%,More Buying Choices,649.0,4.5574199621,392
127,"HP Pavilion Gaming Laptop Computer, 15.6"" FHD IPS Anti-Glare 144Hz Display, AMD Ryzen 5 5600H, 8GB RAM, 512GB PCIe NVMe SSD, GeForce GTX 1650 4GB, Backlit Keyboard, WiFi 6, Bluetooth, Win 10 Home",https://m.media-amazon.com/images/I/41y8qHN8N9S._AC_UY218_.jpg,4.9 out of 5 stars,https://www.amazon.com/HP-Pavilion-Computer-Anti-Glare-Bluetooth/dp/B09437P4FM/ref=sr_1_101_mod_primary_new?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286556&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=Hp+%2Caps%2C654&sr=1-101,17.0,714.91,744.89,FREE Shipping,More Buying Choices,714.91,4.024755333,127
46,HP 15 Laptop 15.6” Diagonal FHD IPS Display Intel Celeron N4020 Processor 4GB RAM 128GB SSD Intel UHD Graphics 600 USB-C Office365(1-Year) Webcam Win10 Pro Black + HDMI Cable,https://m.media-amazon.com/images/I/71FjXRpwTTL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-15-Laptop-Processor-Office365/dp/B09FFD2K7L/ref=sr_1_41?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286513&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-41,11.0,299.0,309.0,,More Buying Choices,299.0,3.2362459547,46
372,"HP 15 Touchscreen Laptop for Student & Business, AMD Ryzen 3 3250U(Beat i7-7600U),15.6-inch HD Touch Display, Thin & Portable, Long Battery Life, 16GB DDR4 RAM, 256GB PCIE SSD, Wifi6, Windows 11 S",https://m.media-amazon.com/images/I/61AkI3jTFIL._AC_UY218_.jpg,4.8 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Laptop-Business-15-6-inch/dp/B09SG8VDVV/ref=sr_1_333?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-333,11.0,499.99,509.99,Save 5%,More Buying Choices,499.99,1.9608227612,372
122,"Laptop HP X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color (Renewed)",https://m.media-amazon.com/images/I/81aTNRe9WcL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Chromebook-Touchscreen-Entertaining-Bluetooth/dp/B08TH23KK5/ref=sr_1_101?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286556&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-101,701.0,223.99,226.0,FREE Shipping by Amazon,-23%,223.99,0.889380531,122
79,"HP EliteBook 840 G3 Laptop 14 HD Display, Intel Core i5-6300U 2.4Ghz, 256GB SSD, 16GB DDR4 RAM, Webcam, WiFi, Windows 10 Pro (Renewed)",https://m.media-amazon.com/images/I/61+Ep56AdFL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-EliteBook-Display-i5-6300U-Windows/dp/B07WJVPGYP/ref=sr_1_64?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286529&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-64,665.0,299.49,301.49,FREE Shipping by Amazon,-28%,299.49,0.6633719195,79
331,HP ChromeBook 11 G4 EE: 11.6-inch (1366x768) | Intel Celeron N2840 2.16GHz | 16GB eMMC SSD | 4GB RAM | Chrome OS - Black (Renewed),https://m.media-amazon.com/images/I/61yrDGIAcML._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-ChromeBook-11-6-inch-Certified-Refurbished/dp/B0776JJJ2H/ref=sr_1_296?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-296,1101.0,78.5,79.0,FREE Shipping,-72%,78.5,0.6329113924,331
426,"Victus 16 Gaming Laptop, NVIDIA GeForce RTX 3050, AMD Ryzen 5 5600H Processor, 8 GB RAM, 512 GB SSD, 16.1” Full HD IPS Display, Windows 10 Home, Backlit Keyboard, OMEN Gaming Hub (16-e0010nr, 2021)",https://m.media-amazon.com/images/I/71Gfb3wQeOL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/GeForce-Processor-Display-Keyboard-16-e0010nr/dp/B096H5SK28/ref=sr_1_377?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-377,32.0,860.0,864.07,FREE Shipping by Amazon,-7%,860.0,0.4710266529,426
265,"HP EliteBook 840 G2 14in Laptop, Core i5-5300U 2.3GHz, 16GB Ram, 256GB SSD, Windows 10 Pro 64bit, Webcam (Renewed)",https://m.media-amazon.com/images/I/61ew+FTGrzS._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-EliteBook-i5-5300U-Certified-Refurbished/dp/B07GCRL47S/ref=sr_1_245?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286634&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-245,491.0,298.98,299.98,FREE Shipping by Amazon,More Buying Choices,298.98,0.333355557,265
125,"HP Elitebook 840 G3 Laptop Intel i7-6600U 2.6GHz, 16GB RAM, 512GB SSD, Windows 10 Pro (Renewed)",https://m.media-amazon.com/images/I/61+Ep56AdFL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Elitebook-i7-6600U-Windows-Renewed/dp/B07QZ46Q1N/ref=sr_1_99?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286556&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-99,335.0,389.0,389.99,FREE Shipping by Amazon,More Buying Choices,389.0,0.2538526629,125
359,"2021 HP 15.6"" HD Laptop Computer, AMD Athlon Silver N3050U, 4GB RAM, 128GB SSD, HDMI, USB-C, Webcam, Windows 10 S with Office 365 for 1 Year, Mouse, Sleeve + YSC Accessory (Rose Gold)",https://m.media-amazon.com/images/I/71w4VnJ0K8L._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Laptop-Computer-Windows-Accessory/dp/B098ZND91S/ref=sr_1_319?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-319,53.0,399.0,399.99,FREE Shipping by Amazon,More Buying Choices,399.0,0.2475061877,359
178,"2021 Newest Premium HP 17 Laptop Computer 17.3 FHD IPS, 10th Gen Intel Quad-Core i5-10210U(Beat i7-8550U), 12GB RAM, 1TB HDD, Backlit Keyboard, HDMI, WiFi, Webcam, DVDRW, Windows 10 (Renewed)",https://m.media-amazon.com/images/I/51hmBkvR7kS._AC_UY218_.jpg,4.0 out of 5 stars,https://www.amazon.com/HP-Computer-Quad-Core-i5-10210U-i7-8550U/dp/B094DQCTQX/ref=sr_1_149?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-149,27.0,585.0,586.0,FREE Shipping by Amazon,-34%,585.0,0.1706484642,178
438,"2022 HP Newest Notebook Laptop, 15.6"" HD Screen, AMD Athlon Gold 3150U Processor, 16GB RAM, 512GB SSD, Wi-Fi, Bluetooth, USB Type-C, HDMI, Windows 11 Home, Snowflake White",https://m.media-amazon.com/images/I/71AU2eRauwL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-Notebook-Processor-Bluetooth-Snowflake/dp/B09WT38QGD/ref=sr_1_388?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286736&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-388,13.0,559.0,559.0,,,559.0,0.0,438
318,"HP 17 17.3"" FHD Laptop Computer, Intel Quad-Core i7-1165G7 up to 4.7GHz, 32GB DDR4 RAM, 2TB PCIe SSD, WiFi 6, Bluetooth 5.0, Backlit Keyboard, Fingerprint Reader, Silver, Windows 10, Type-C HUB",https://m.media-amazon.com/images/I/81LTDHmU+XL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg12_1?ie=UTF8&adId=A0393284CJ74NE7P4ES1&qualifier=1651286663&id=8730817208174567&widgetName=sp_btf&url=%2FHP-Quad-Core-i7-1165G7-Bluetooth-Fingerprint%2Fdp%2FB09XTZLC9C%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286663%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-289-spons%26psc%3D1,2.0,1339.0,1339.0,FREE Shipping,,1339.0,0.0,318
317,"2021 HP Chromebook 14 Inch Touchscreen Laptop, Intel Celeron N3350 up to 2.4 GHz, 4GB RAM, 32GB eMMC, WiFi, Webcam, USB Type C, Chrome OS + TiTac Accessory (Zoom or Google Classroom Compatible)",https://m.media-amazon.com/images/I/613DRj2evWL._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg12_1?ie=UTF8&adId=A07166633G5K1R5CCOUJI&qualifier=1651286663&id=8730817208174567&widgetName=sp_btf&url=%2FHP-Chromebook-14-Touchscreen-Compatible%2Fdp%2FB09874ZXB7%2Fref%3Dsr_1_288_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286663%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-288-spons%26psc%3D1%26smid%3DA3HM8JOD6DFQFJ,120.0,269.99,269.99,FREE Shipping by Amazon,,269.99,0.0,317
439,"2021 Newest HP 15 Business Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i5-1135G7 Processor, Intel Iris Xe Graphics, Windows 10 Home, Backlit Keyboard, Silver, KKE Mousepad (16GB RAM | 512GB SSD)",https://m.media-amazon.com/images/I/71zTqNX9l1L._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-Business-Touchscreen-i5-1135G7-Processor/dp/B08YS2M2WC/ref=sr_1_389?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286736&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-389,103.0,729.0,729.0,Save 8%,,729.0,0.0,439
316,"2020 HP 14 inch HD Laptop, Intel Celeron N4020 up to 2.8 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi 5, Webcam, HDMI, Hugo Card, Windows 10 S (Google Classroom or Zoom Compatible) (Rose Pink) (Renewed)",https://m.media-amazon.com/images/I/51kjxu1sKIL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Celeron-Storage-Classroom-Compatible/dp/B099P7V2DF/ref=sr_1_287?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286663&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-287,1.0,265.95,265.95,FREE Shipping by Amazon,-26%,265.95,0.0,316
315,"HP 2018 Elitebook 840 G1 14inch HD LED-backlit anti-glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 500GB HDD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",https://m.media-amazon.com/images/I/51Up0tykpES._AC_UY218_.jpg,4.0 out of 5 stars,https://www.amazon.com/HP-Elitebook-840-G1-LED-Backlit/dp/B07CSQDR4N/ref=sr_1_286?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286663&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-286,1200.0,260.0,260.0,FREE Shipping,,260.0,0.0,315
435,"2022 HP Envy X360 2-in-1 15.6"" FHD Touchscreen Laptop, AMD Ryzen 5-5500U, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, AMD Radeon Graphics, HD Webcam, B&O Audio, HDMI, Win 11, Black, 32GB USB Card",https://m.media-amazon.com/images/I/519qIHSq6lL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg17_1?ie=UTF8&adId=A07821799FNFYNMLDY7K&url=%2FHP-Touchscreen-Computer-Keyboard-Graphics%2Fdp%2FB08CGJ7J97%2Fref%3Dsr_1_385_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286736%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-385-spons%26psc%3D1%26smid%3DA2R87W6XPBZ1J4&qualifier=1651286736&id=2565021079708717&widgetName=sp_atf_next,13.0,1099.0,1099.0,,,1099.0,0.0,435
436,"2022 HP 15.6 Inch FHD Laptop, Intel 11th Gen i3-1115G4 up to 4.1 GHz, 32GB DDR4 RAM, 1TB NVMe SSD, WiFi, Fingerprint Reader, Bluetooth, Webcam, Windows 10 Home S + T.F. Bundle",https://m.media-amazon.com/images/I/81qohiv33aL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg17_1?ie=UTF8&adId=A092455222WHRSXOIN62F&url=%2FHP-i3-1115G4-Fingerprint-Bluetooth-Windows%2Fdp%2FB09KCPPJ3D%2Fref%3Dsr_1_386_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286736%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-386-spons%26psc%3D1%26smid%3DA2IZAS3N88B9E6&qualifier=1651286736&id=2565021079708717&widgetName=sp_atf_next,872.0,729.0,729.0,FREE Shipping,,729.0,0.0,436
319,"Newest HP 15.6"" FHD Touchscreen Laptop, AMD R7-4700U (Octa-Core), 16GB DDR4 RAM, 1TB SSD, Numeric Keypad, WiFi, Bluetooth, Windows10 in S Mode, Silver, TSBEAU 4-Port USB Hub + USB LED Light",https://m.media-amazon.com/images/I/81t1HvhJrwL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg13_1?ie=UTF8&adId=A0020470B9DP3441Q7D5&qualifier=1651286680&id=3474382919225444&widgetName=sp_atf_next&url=%2FHP-Touchscreen-Octa-Core-Bluetooth-Windows10%2Fdp%2FB091Y7B56D%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286680%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-289-spons%26psc%3D1,4.0,869.0,869.0,FREE Shipping,,869.0,0.0,319
313,"2022 HP 15.6 Inch FHD 1080P Business Laptop, 11th Gen Intel Quad-Core i5-1135G7, 8GB DDR4 RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, USB-C, HDMI, Wi-Fi, Fingerprint Reader, Win10 S + YSC Accessory",https://m.media-amazon.com/images/I/91rvT4prJaL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Quad-Core-i5-1135G7-Fingerprint-Accessory/dp/B09KKXY7Y8/ref=sr_1_284?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286663&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-284,3.0,629.0,629.0,FREE Shipping,,629.0,0.0,313
320,"2022 HP 15.6 Inch FHD Laptop, Intel 11th Gen i3-1115G4 up to 4.1 GHz, 16GB DDR4 RAM, 512GB NVMe SSD, WiFi, Fingerprint Reader, Bluetooth, Webcam, Windows 10 Home S + T.F. Bundle",https://m.media-amazon.com/images/I/81qohiv33aL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg13_1?ie=UTF8&adId=A09254441U8LPU4C5UHGS&qualifier=1651286680&id=3474382919225444&widgetName=sp_atf_next&url=%2FHP-i3-1115G4-Fingerprint-Bluetooth-Windows%2Fdp%2FB09KCP6QBP%2Fref%3Dsr_1_290_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286680%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-290-spons%26psc%3D1%26smid%3DA2IZAS3N88B9E6,872.0,619.0,619.0,FREE Shipping,,619.0,0.0,320
321,"HP - 14"" Laptop - AMD Athlon Silver - 4GB Memory - 128GB SSD - Jet Black - 14-fq0013dx (Renewed)",https://m.media-amazon.com/images/I/81T1TdkqeYL._AC_UY218_.jpg,4.8 out of 5 stars,https://www.amazon.com/HP-Laptop-Athlon-14-fq0013dx-Renewed/dp/B08JVLPJDL/ref=sr_1_291?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-291,10.0,199.0,199.0,FREE Shipping by Amazon,-29%,199.0,0.0,321
322,"HP 2018 Elitebook 840 G1 14inch HD LED-backlit anti-glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 500GB HDD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",https://m.media-amazon.com/images/I/51Up0tykpES._AC_UY218_.jpg,4.0 out of 5 stars,https://www.amazon.com/HP-Elitebook-840-G1-LED-Backlit/dp/B07CSQDR4N/ref=sr_1_292?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-292,1200.0,260.0,260.0,FREE Shipping,,260.0,0.0,322
323,"2020 HP 14 inch HD Laptop, Intel Celeron N4020 up to 2.8 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi 5, Webcam, HDMI, Hugo Card, Windows 10 S (Google Classroom or Zoom Compatible) (Rose Pink) (Renewed)",https://m.media-amazon.com/images/I/51kjxu1sKIL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Celeron-Storage-Classroom-Compatible/dp/B099P7V2DF/ref=sr_1_293?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-293,1.0,265.95,265.95,FREE Shipping by Amazon,-26%,265.95,0.0,323
324,"2021 Newest HP 15.6"" IPS FHD Laptop, Intel i5-1135G7(Benchmark Beats Intel i7-1065G7), Intel Iris Xe, 16GB DDR4 RAM, 512GB PCIE SSD, Fingerprint, Lightweight, Bundle HDMI, Win 10 Home, Silver",https://m.media-amazon.com/images/I/71R6LZkRZkL._AC_UY218_.jpg,4.8 out of 5 stars,https://www.amazon.com/HP-i5-1135G7-Benchmark-Fingerprint-Lightweight/dp/B09HH6WP1P/ref=sr_1_289?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-289,8.0,674.99,674.99,,,674.99,0.0,324
325,(Refurbished) 2020 Flagship HP 14 Chromebook Laptop Computer 14in HD SVA Anti-Glare Display Intel Celeron N5000 Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS,https://m.media-amazon.com/images/I/817Y3zdhTXL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/Flagship-HP-Chromebook-Anti-Glare-Processor/dp/B08PDTLK1Q/ref=sr_1_290?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-290,1645.0,159.97,159.97,,-4%,159.97,0.0,325
